input_string,lewd,offensive,intent,group
@white_thunduh stfu you dont get any pussy fuck boy,Y,Y,Y,N
"Aint #WCW jus ""bitches i wan fck"" day?",N,N,N,N
"RT @WolfpackAlan: Oreos: First you twist it, then you- aw crap, it broke.",N,Y,Y,N
"@ThomasNye1 my momma saw how the girls danced and was like &#128563;grandma was like ""shake that ass hoe""",Y,Y,Y,N
RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader Zim was trash,N,Y,Y,N
RT @Rock76_: @1waynostra we just trying flip an ounce to a P in dis bitch!!! im still out school bro next week im out dere doe,N,Y,Y,N
RT @BeardedNixon: Poont gotta be trash,N,Y,Y,N
@SAULSOF1LTHY you aint shit pussy lol go get hit you aint been touched in 10 yrs lmfao,Y,Y,Y,N
I'm fasho in that hoe then! RT @BJayBlast: TBRetreat is about to be 21+? I'm in that hoe for real this time!,N,N,N,N
RT @iCuffHoodrats: My next bitch gotta take me out just because....,N,N,N,N
RT @T_Madison_x: A hoe ass nigga will never change,N,Y,Y,N
You lil stupid ass bitch I ain't fucking with you,N,Y,Y,N
"@jermhudson @lanele123 no way!! I'm on a ""dude you are fat"" diet Twinkies are the devil, so are breakfast tacos. I miss breakfast tacos&#128514;",N,N,N,N
RT @sickipedia: I drove my daughter's guinea pig to the vet's this morning.   I'm quite handy with my new Callaway golf clubs.  #sickipedia,N,Y,Y,N
RT @trillest_304: i wish they made a hoe fax. id be like show me the hoe fax before dateing a girl.,N,Y,Y,N
"@SteveMartinToGo careful, they might try to queer ya!",N,N,N,N
These women ain't shit but hoes w/ tricks ; babygirl you different &#10084;&#65039;,N,Y,Y,N
Do y'all remember when Twitter took away @karrueches verified check after Chris Brown broke up with her lmao stupid bitch,N,Y,Y,N
This nigglet &#10084;&#65039;,N,Y,Y,N
@Iemonaids I'd pop dat lemon for some real pussy.,Y,Y,Y,N
I'm stuck in my room.. The house is shifting or whatever and it used to be just kind of a bitch to open my door but now it's like.. Stuck.,N,N,N,N
When i die throw a couple bad bitches in my casket..,N,Y,Y,N
"RT @BiertempfelTrib: One more from @JimBowdenESPNxm: ""Yankees wouldn't be letting Polanco sit in minor leagues, because they're all about w&#8230;",N,N,N,N
Soap. I wish some pussy tho RT @ImJustCeej: What does your beard smell like?,Y,Y,Y,N
dealing with your bitch ass is so annoying,N,Y,Y,N
@corey_emanuel bet... My trash ass self is just that petty,N,Y,Y,N
"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""  *sips tea*",N,Y,Y,N
&#8220;@mckinley719: @vintagebeezy15 luhv u tioo!a!!!&#161;&#9829;&#9829;&#8221; drunk bitch lol,N,Y,Y,N
"@VinceSchilling Vince, what is the general feeling of the natives that you know in regards to the term ""redskins""? Offensive to them or not?",N,Y,Y,N
RT @yendys45: And @xDSmooth fell in love with pussy he never even got....,Y,Y,Y,N
"Yea Oscar your a grouch.. ""Bitch I live in a fuckin trash can""",N,Y,Y,N
"People asking for donations for Christy Mack,get real the bitch made thousands of dollars for having sex. Bitch better be Fuckin me",Y,Y,Y,N
"Soon @fuckeveryword will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots.",N,Y,Y,N
"RT @CMPunk: @brandonspears because he was a cunt, Brandon. Don't be a cunt.",N,Y,Y,N
Melo should've got the bitch for the east,N,Y,Y,N
"@MIKEB_IN_THE_D you're still a free world bitch, don't deserve your 313 area code!",N,Y,Y,N
@KeyshawnSwag on god niggaa be tryna say aids been out longer and shit like no bitch Ebola been out here &#128514;,N,Y,Y,N
Bad bitch pussy aquafina call her Crystalina,Y,Y,Y,N
Looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90's movie,N,Y,Y,N
"@claraoswined cute, but I love her yellow raincoat the most, the contrast with that&amp;her hair looks so cute! :P I love her face in your icon!",N,N,N,N
I slam duunkk hoes cuz I can't lay up,N,Y,Y,N
I see your tweets bitch! Lmfao RT @DaRealQuitaM: Von kick me to the curb I should call n curse her ass out,N,Y,Y,N
RT @MayaAngelouFRO: Ready to slay these bitches and im not even half way thew my soak http://t.co/uKCdyM7kbx,N,Y,Y,N
@xtinel @Linda1MMAGC No not at all. It's a slippery slope. Just don't want to lose my right to self defense. 1st its background checks then?,N,N,N,N
"for the insecure girl, ya name i won't mention. on instagram straight flciking, bitch you nipple slip away from stripping.",N,Y,Y,N
RT @TheBardockObama: People downloading time hop to be reminded they were faggots a year ago too,N,Y,Y,N
@sevensixxx_ @oldirtyjesus great reply except it was trash,N,Y,Y,N
"If a spic ever talks to a white person and the white person kills them, it's self defense.",N,Y,Y,Y
RT @NooFatChicks: When the lazy eye bitch was tryna put up a front with me http://t.co/EHGPT5BaA2,N,Y,Y,N
"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique  Angelique: Smiles *Dips cracker in soup*",N,N,N,N
Wats up with ppl calling me foriegn bitch now,N,Y,Y,N
Mom you've been a real bitch lately,N,Y,Y,N
@hellobaphomet  Are you sure you ain't colored?,N,N,N,N
"RT @YourMajestyV_: You got bitches, and I don't have niggas &#128514;... I want you.",N,Y,Y,N
Dese bitches actin like they loyal give dat hoe a Oscar &#127942;&#128564;&#128530;,N,Y,Y,N
"@_GOLDwhippp faggots, old people, people who can't drive, drunk people",N,Y,Y,N
RT @briangaar: Old white people complaining about government tyranny is like the Yankees being upset that players make too much money,N,Y,Y,N
RT @BleacherReport: VIDEO: Derek Jeter hits a walk-off single on his final at-bat at Yankee Stadium http://t.co/jM4biAGXU8 http://t.co/3cIJ&#8230;,N,N,N,N
Summer hoes turn into winter wifeys,Y,Y,Y,Y
@Misplaced_Momma  Y&#8217;all whitey gots to PAY fo da preparations,N,Y,Y,N
"I can't believe that someone announced before the movie to the crowd that ""They came for the bitches"" &#128557;&#128514;",N,N,N,N
"@JohnColeGlover is big cat a ""fat pussy"" joke?",N,Y,Y,N
Fuck you bruh Ima look at your young bitch..,N,Y,Y,N
I feel like I got bitch slapped by karma.,N,N,N,N
RT @queenalyzee_: We ain't friends hoe,N,Y,Y,N
"Bitch you frooooontin, bitch you frooooontin. Lol",N,Y,Y,N
RT @AC_Hussle: Niggas love cuffing hoes then acting surprised when they turn out to be hoes.,N,Y,Y,Y
"RT @cyb3rvibes: &#8220;@SejlaSmajlovic: Funniest one lmfaoooo https://t.co/1WT6BBlIdp&#8221; ""swag bitch""",N,Y,Y,N
"RT @SexualGif: If your girlfriend doesn't like that bitch, then don't talk to that bitch.",N,Y,Y,N
Fuck u 2 bitch call the cops,N,Y,Y,N
"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh",N,Y,Y,N
@kayysavage bitch this shit is SOOOO FUNNY &#128553;&#128128;&#128557;,N,Y,Y,N
@AC_Hussle bitches are hoes don't be surprised,N,Y,Y,N
Never gas hoes but I do take they ass home,Y,Y,Y,Y
It ain't nothin to cut a bitch off,N,Y,Y,N
"RT @JoeBudden: She&#8217;s not a hoe cuz she had sex before bro, lol",Y,Y,Y,N
Weef fitm is that life fuck flappy bird,N,Y,Y,N
@jwill252 We got a win my nicca! Lmao,N,N,N,N
RT @ShmurdaGang: Free wop,N,N,N,N
of course @pbebt killed it!! Me and my sis @msblaqstallion rocked that bitch hard!! Sadity Committee!!,N,Y,Y,N
Jenna stays pimpin these hoes,N,Y,Y,N
RT @SteadmanTerri: @wheeler_kashhh Mann fuckk dat shit!!..fuckk dat bitch!! &#128514;&#128514;,N,Y,Y,N
Bout to get a breasts reduction these bitches be in the way&#128530;,N,Y,Y,N
RT @NativeCurator: THIS is how you honor Native Americans. #changethename #HTTR @redskinsfacts @redskins http://t.co/23VGQvEHy5,N,N,N,N
"RT @BlackJeezuss: ""i want a black guy thats 6'9, wears jordans and has tattoos""... bitch thats a created player on 2K",N,Y,Y,N
Mannnnnn these hoes aint loyal,N,Y,Y,N
@MisterDimmadome  spiked that bitch damned nailed her down,N,Y,Y,N
RT @MoccaBitchx3: I text bitches at 11:12..... Make they wish come true ;),N,Y,Y,N
"Twitter has taught me that there are so many bitch made niggas in the world, don't be fooled",N,Y,Y,N
RT @taexchanae: momma dee ain't loyal. you ain't pose to tell his main bitch bout his side bitches &#128514;,N,Y,Y,N
@Teets6 shit trash,N,Y,Y,N
When you tell a dark skin bitch to send you some sexy shit http://t.co/f5RUR3RkLU,N,Y,Y,N
"RT @XtraXtraLex: I was disgusted, betrayed, hurt, &amp; my pussy drier than a niggas skin in the winter time",Y,Y,Y,N
Raaaayciss bitch &#8220;@Sky_Max: Michelle Obama: African-Americans Should Vote for Democrats http://t.co/SL6TW6P39f via @Newsmax_Media&#8221;,N,Y,Y,N
Cuz they dont wanna b saved RT @Gladvillian: Why is saving hoes bad?,N,Y,Y,N
RT @jcash___: Bradshaw ain't no hoe,N,Y,Y,N
My hoes love to go shoppin,N,N,N,N
RT @PeteRose_14: On this day 1941 the #Yankees Joe DiMaggio goes 0 for 3 with a walk vs Cleveland #Indians to end his 56 game hitting streak,N,N,N,N
This bitch got zero kills and yet got a legendary enngram?!!!! What the absolute fuck?!!!!!,N,Y,Y,N
RT @grind2times: I don't think I even been in a real relationship...i thought they was real but they were just trash,N,Y,Y,N
RT @CauseWereGuys: List of bitches who want my dick... http://t.co/RIlGVBoghl,Y,Y,Y,N
"Heard them haters talking, I heard them bitches fucking.. I must be doing something right",N,Y,Y,N
"RT @Cliftonsings: Oi @Klitschko ya big boring cunt, Kubrats a comin'... http://t.co/mg2Sre0Jr8",N,Y,Y,N
fuck deeeez bitches,N,Y,Y,N
@daydaaaaaa hay pussy cat &#128539;&#128541;&#128075;&#128075;,Y,Y,Y,N
@LeLittleLisa bitch I know you seen me tweet bout you,N,Y,Y,N
RT @Torriable: I want to leave but he said he was going to eat my pussy - now I'm afraid to go and leave my cat alone with him,Y,Y,Y,N
@NICKjSPADA @AveragexBishop @Rcummings8 We were making those brownies at 4 am tired as a bitch. under the circumstances they're pretty good,N,Y,Y,N
These hoes be boof smh,N,Y,Y,N
Niggas already acting like bitches so why not get a real bitch right? Hell if you gone act like a pussy I rather just have one. Shit.,N,Y,Y,Y
they're not playing Charlie Strong's soft don't run up the score mentality. They're playing this guy. http://t.co/sqEdBgU34k,N,N,N,N
Can't fuck with a coon ass girl bruh,N,Y,Y,N
"She's aint being a bitch, she's just tired of your bullshit. Her attitude towards you is based upon how you treat her.",N,Y,Y,N
RT @TomOlson8: @1Dittlinger That has redneck written all over it lol. Drunks can use gravity to get down &#128563;,N,Y,Y,N
"Scientists have recently discovered that bitches, do in fact, ""Be trippin""",N,Y,Y,Y
@YunGMiGo lol da only reason I can't talk bout da present is cuz my nicca hurt n ain't played all yr,N,N,N,N
@NotoriousBM95 @MANIAC3X fucking creepy ass nigguh lmao,N,Y,Y,N
"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really""",N,N,N,N
Lmaoo shut up hoe,N,Y,Y,N
We don't play &#127936; bitch there's no take backs,N,Y,Y,N
One hoe be fine as fuck and the other one be ugly than a Bitch,N,Y,Y,N
@Tylar____ @xxJaiLynn Tylar shut up bitch. I usta make you these,N,Y,Y,N
@red_is_raw lol yeah birds be chirping outside. Bastards.,N,Y,Y,N
"You are a BOY you DONT say ""clutch"" fag ass. That's that bitch shit lingo tf.",N,Y,Y,N
"All good things must come to an end, that's all right get 'em tomorrow #Yankees",N,N,N,N
"All them hoes crazy RT @Mr_NiceeeGuy: Thick thighs, &#128166; skinny waist, &#128591; and natural beauty face &#128149;",N,N,N,N
"It's a plane, it's a bird, nah it's just me doing laps around the dam. Lol",N,N,N,N
@Paid_My_Dues_ YEAH! When you see him again.....That son of a bitch owes me money! Tell him I been looking for him!,N,Y,Y,N
Rap bitches prolly scared of Remy ma lol,N,Y,Y,N
RT @Teamadeezy: Niggas is hoes 2,N,Y,Y,N
Only for one reason cause a bitch wont go gay. If your name nt smurf. I see noone,N,Y,Y,N
Lock 5 fat bitches in 1 room for 5 days with just 5 Mcdoubles. Now that's hunger games,N,Y,Y,Y
&#128530;RT @LiViBADD88: so many pretty bitches coming to my birthday dinner &#128556;,N,N,N,N
"Girls are so fucking grimy today, keep your vagina in your pants you dirty hoe",Y,Y,Y,Y
"@stackmodus Oh, yeah, the HPV shot swells like a bitch. Put some ice on it for a bit if you want, it'll go down eventually.",N,Y,Y,N
@Nashgrier purple monkey,N,N,N,N
RT @TimRaw: Was crazy about her.  Got to know her.  She was a bitch.  Felt betrayed by my judgment.,N,Y,Y,N
&#8220;@mikeceeno: Just seen 2 pregnant bitches fight&#8221; did the look like sumo wrestlers?,N,N,N,N
"RT @DejaHiott: Fuckin ignorant ass niggas. Don't dm me a video of you counting money n say ""why u so stuck up"" bitch...&#128528;",N,Y,Y,N
@alexisxisabel death to attention hoes,N,Y,Y,N
"RT @Whitesidemzu: Me: MOM CAN YOU MAKE ME A SANDWHICH!!! *doesnt hear* *whispers to myself* ""deaf bitch"" Mom: WHAT THE FUCK DID YOU JUST SA&#8230;",N,Y,Y,N
RT @hoez4sale: Lmao they all trash before &amp; after &#128530;&#128557;,N,Y,Y,N
Protect your bitch at all costs,N,Y,Y,N
"@nyrkelsmads Im not a bully, you half-retarded talking flotation device! @kimberlymt413 I assure you, Im no bully.",N,Y,Y,N
RT @BobGNARLEE: Back when I was a young buffalo soldier ha s/o to the bro @_whereisperry #tbt We still in this bitch&#8230; http://t.co/FR1aaIV42x,N,Y,Y,N
"Yup, I officially do not like you. You are a needy greedy bitch who needs to have it your way.",N,Y,Y,N
"RT @Mymangot2JOBS_: When a bitch comment on my nigga pic like ""u so fine&#128571;&#128571;"" I @ em thirst buckets back and be like ""thanks&#128573;""",N,Y,Y,N
&#8220;@__austinnn: @Satisfied_x &#128175; what u did Mr bitches&#8221; &#128514; stop calling me that but I balled,N,Y,Y,N
RT @ShayDMVsFinest: I know I got good pussy &#128133;,Y,Y,Y,N
"@IIJERiiCHOII Nah but I was worth that 52 character, bitch.",N,Y,Y,N
&#193;lbum de fotos: csitaly: [TS3]Fairy Tail - Satan Soul Mirajane Strauss made with The Sims 3. Happy... http://t.co/b4i8EiMux2,N,N,N,N
The browns schedule for the first half of the year is literally retarded easy.,N,Y,Y,N
Lord please get me out of this ghetto ass hospital &#128514;&#128514;,N,Y,Y,N
Is that the remix fam? &#8220;@Iam_webster: These hoes aint lawyers &#128553;&#127908; lol on god thats my fav Chris Brown song&#8221;,N,N,N,N
Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! &#128514;,N,Y,Y,N
The question alone &#128553;&#128514;&#128514;RT @KfromtheG: What city got the most bitches with gold teeth?,N,Y,Y,N
"This faggot in a truck was tailgating me, so I hit my breaks, he cut me off I switched lanes he cuts me off again to be a little biatch then",N,Y,Y,N
"RT @gordonshuckrow: Can you call someone a racist, then call them ""white bitch"" in the same sentence without losing credibility? @Franchein&#8230;",N,Y,Y,N
You're a stupid hoe,N,Y,Y,N
RT @shelbieperdue: Instagram needs to stop being a bitch!,N,Y,Y,N
&#8220;@Analyyxo: Say Something is the one Drake song I have to listen to when I'm in my feelings&#8221;fag,N,N,N,N
"one time for the real niggas, two times for the bad bitches.",N,Y,Y,N
Hugs or Kisses? &#8212; Hugs. It gives you a warm fuzzy feeling. http://t.co/HRY3sVlwgs,N,N,N,N
I know OG niggaz and bitches,N,Y,Y,N
"RT @AYYSIAN: Life's a bitch, because if it was a slut, it would be easy.",Y,Y,Y,N
A shockingly true tale from the Oreo that almost got devoured. http://t.co/WYIS0LVdsi,N,N,N,N
I knows y'all white folk only be playin wit me. I colored and I knows my place,N,N,N,N
"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass.",N,Y,Y,N
@Huntermoore hells yeah fuckin sick ass bitch,N,Y,Y,N
2 faced bitch,N,Y,Y,N
She dont wanna fuck me she wanna fuck my wrist.. tell her like young dro fuck dat bitch!,Y,Y,Y,N
"RT @TransaparenT: ""Hi mom, last night I was cunt slapping when you texted me about grandpas bypass, sorry I didn't get back to you until no&#8230;",N,Y,Y,N
@Im_Thirst randies are fags,N,Y,Y,N
@kieffer_jason @C_janacek07 nigga stop being a bitch and come to the high school You already said yes,N,Y,Y,N
Man my bitch is beautiful Helen of Troy.,N,Y,Y,N
"White kids, black kids, yellow kids hell even purple kids, if you carry yourselves like Daniel #Geale you will go far. #GealeMundine2",N,N,N,N
He is really on my line singing negro spirituals..!!,N,N,N,N
Fat Trel that niggah &#128076;,N,Y,Y,N
Hoes be prayin niccas dnt kno dat background,N,N,N,N
RT @JustDoIt_Rob: @Kaaarlizzy bitches love my laugh..lol,N,Y,Y,N
""" is that ya bitch """,N,Y,Y,N
@mis_sarahd @basedpapi1017 never said I wanted to fuck a tranny...,Y,Y,Y,N
Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!,N,Y,Y,N
"Twice divorced teabagger Florida Attorney General says marriage is reserved for'stable, enduring family units' http://t.co/Wafg8EYYGM",N,N,N,N
all the bitches love me http://t.co/vDnuFGJ37p,N,Y,Y,N
"@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces",N,N,N,N
"@JusDahl gross, ill stick with my galaxy, it will still receive those nips",N,N,N,N
RT @theChefBoyRD: My pussy popz Severely https://t.co/15IOQ7M0KF,Y,Y,Y,N
RT @dre_snipes: Am I the only one Tht see these hoes pattern. They stop tweet for 3 to 4 weeks and come bac with the same love tweets bout &#8230;,N,N,N,N
@Kenny__Wright @Kush_Boy420 @yoPapi_chulo do it i fucking dare you faggot,N,Y,Y,N
@shefeelsD_Payne nigga don't be telling my business on this hoe lol,N,Y,Y,N
"One time this girl asked my what my problem was, I instantly replied I love bad bitches &#128514;&#128514;",N,Y,Y,N
"Im ice cube, u can call me the grinch. i got ur list but i aint giving u shit, bitch.",N,Y,Y,N
@RubyFakhoury @Nyquil_Dreams @guynamedjordan lets not forget the fact that everyone and their mother has yellow fever,N,Y,Y,N
What u don't do another hoe will,N,Y,Y,N
"Twitters little blue birds name is Larry, after Celtics, ISU Larry Bird, stick ticker is $TWTR.",N,N,N,N
"@JimmyMcIver @jerrilyn71 @Doc_68W_ Just like ""FAT CHICKS NEED LOVE TOO"" I guess.  Some Jeffrey Dommer Type would be all over that sloppy ho.",N,N,N,N
"Wow my cuzin dont like lil snupe, this niggah trippin",N,Y,Y,N
@OriginvlEpic in the trash,N,Y,Y,N
@PacTha_Mac imma shoot that bitch,N,Y,Y,N
Happy first day of college nigger @MorbidMermaid,N,Y,Y,Y
Dudes probably just think eating pussy is sucking on pussy lips &#128530;,Y,Y,Y,N
Yes I love sex I told yo bitch being the rubbers,Y,Y,Y,N
I'm really nice &#128557; but a bitch at times,N,Y,Y,N
RT @Jayy_Gee96: Dumb bitches,N,Y,Y,N
"RT @ACMobbDeep: @sugarhillgang00 @willyc14_ high flyers, crr, militia, boner squad, ball sack, weiner FC, anal brownies",Y,Y,Y,N
RT @gabrielleheaton: I see the same hoes&#128064;,N,N,N,N
"RT @theHIGHESTpeak_: Flavaaaaa in ya ear, that hoe live lol",N,Y,Y,N
"RT @_BmoreMartyr: ""@WB_Pooh_3x: What the fuck was wrong with me? Thinking I can wife this hoe.&#128514;""&#128080;&#128552;&#128516;",N,Y,Y,N
RT @Oz_lito: @1stBlocJeremiah Ctfu hell yea yo bitch ever got out?,N,Y,Y,N
@FrankieJGrande ugly white bitch,N,Y,Y,N
"@hiyathanda_alps ""that hoe over there""",N,Y,Y,N
"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",N,Y,Y,N
RT @_____AL: Exactly. Don't be gettin no additional pussy for them soft ass tweets. Jus be you dude lol,Y,Y,Y,N
How do you photoshop yourself and still be ugly? That's like cheating on test and still failing... Be ashamed bitch!,N,Y,Y,N
"&#8220;@DrakeTakeCare12: You don&#8217;t listen when I talk, maybe you&#8217;ll listen when I walk.&#8221; That bitch still won't listen",N,Y,Y,N
I hate when cute ass girls have wack af boyfriends like bitch youre settlling. Quit your settling and be with a real nigga,N,Y,Y,N
not fun @DPD_UK when you have braxton hicks and cramps regularly from moving around. You try it!,N,Y,Y,N
"I went to see This is Where I Leave You, at a movie theater with tables and real food! It was fun. I ordered a brownie dessert. :P",N,N,N,N
"RT @MrFrankOcean__: Kim K a hoe, because she fucked 4 dudes we see on TV? Some of you hoes have fucked 40 dudes that don't even got a TV...",Y,Y,Y,N
It ain't nothing to cut that bitch off,N,Y,Y,N
Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @Bekkalina13,N,N,N,N
She think she bad but my bitch meaner,N,Y,Y,N
RT @TrapPat: Allergic to:  Bullshit Fuck boys Basic bitches,N,Y,Y,N
I also had a dream that I went to the FOB show and FOB was rude to me and @audizzle was getting badly hit on by some creep,N,N,N,N
RT @fvxxk: A female will automatically assume you have hoes if she finds you attractive. &#128543;,N,N,N,N
@TrustNunBut100s aight bet we in that bitch too,N,Y,Y,N
"RT @StephyRae7: pussies wanna use ""royal icing"" for their gingerbread houses...fuck that...ima use my homemade cream cheese frosting.",N,Y,Y,N
Life aint nuthin but bitches and money #icecube #nwa,N,N,N,N
"RT @ChadJordan23: After a hoe gave you head and say ""It's my turn"" http://t.co/VHfBlTqLnV",N,Y,Y,N
@DS_Arrogance @HG_Shit I bet I can pull at lease 3 bitches with them &#128514;&#128514;,N,Y,Y,N
Welp! &#8220;@FemaIeStruggle Me: Baby I cooked  Bae: What's for dinner?  Me: That bitch you been texting http://t.co/pOxpYQ5Eiy,N,Y,Y,N
RT @the_ironsheik: Wake up you dumb son of a bitch,N,Y,Y,N
"""fuck you you pussy ass hater go suck a dick and die quick"" - Someone, to me, in Youtube comments. I think we'd be good friends.",Y,Y,Y,N
@b_shiznitt you lying bitch,N,Y,Y,N
"Now a days, hoes be twerkin for new weave.",N,N,N,N
@Midnight_Snacka @Nick_504_ u look like that fat kid on Charlie walker the that got stuck it the chocolate tube.,N,Y,Y,N
"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",N,N,N,N
@kieffer_jason umm you sure the hoes I talk to aren't ugly,N,Y,Y,N
"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch",N,Y,Y,N
@laceeybugg atleast i wipe my ass trashy bitch,N,Y,Y,N
@BirdieB420 lets record a song bitch right nowb,N,Y,Y,N
Make my burger bitch &#128514;&#128514; http://t.co/StVEpVMzZz,N,Y,Y,N
RT @Swizzzy: Peeps are trash.. Marsh mellows in general are trash,N,Y,Y,N
No less than 3 bad bitches in my bed at a time...,N,Y,Y,N
"RT @Yaremisxo: &#8220;@DonQuixtote: ""@Yaremisxo: Actually, I take that back &#128530; you niggas ain't loyal"" im loyal fam&#8221; nah negro nah",N,Y,Y,N
RT @PresidentRJRock: Fuck you bitch I'm actin brand new &#128526;,N,Y,Y,N
"As a girlfriend, you gotta accept the fact hoes gone be all up in his face. But as a boyfriend, he better let them hoes know wassup.",N,N,N,N
A teen was running around Target in monkey pjs screaming OO OO AH AH &amp; the fitting room girls were cackling. Was today designed to annoy me?,N,N,N,N
Where's the part where Fat Amy goes err wop wobn wefo? #thingspeoplesay @FatAmyPost,N,N,N,N
@alexiscarfield ya damn right nigglet! :D,N,Y,Y,N
RT @MannyCovarrubia: It ain't nothing to cut that bitch off&#9986;&#65039;,N,Y,Y,N
"you can tell when dick recently been in a pussy, taste nasty af ewww bitches better never play that shit",Y,Y,Y,N
Ima pull up eat on that pussy and dip...,Y,Y,Y,N
RT @LiiilBxrde: Plot twist: it takes a lot to cut that bitch off &#128528;,N,Y,Y,N
RT @RosieZaya1: Ur fucking white trash,N,Y,Y,N
@SteveWorks4You pay your taxes teabaggers,N,Y,Y,N
@JaiBrooks1 ur brother looks so queer and ugly,N,Y,Y,N
"RT @iROiB: When she comes through with the nudes, but they trash, but she got big titties http://t.co/1weYPG8rEr",Y,Y,Y,N
Suck my dick so good I'm like god dam you dirty bitch,Y,Y,Y,N
triple fudge brownie chunk ice cream #LifeChanging,N,N,N,N
@kittygurl9714 I highly doubt you're a real woman. You're prolly a fat ass man. Who fuckin cares?!? Let me do me ho,N,Y,Y,N
"@amck73 And because it sounds like there is NO prenup, he's gonna cash in, not her. He apparently has ghetto credit.'magine that?!",N,Y,Y,N
"You can only say the word negro if it's attached to the word league. Then we're totally cool, guys.",N,Y,Y,N
I hate bitches but ugly and//or fat bitches are the worst,N,Y,Y,N
@slings_x_arrows you sub tweeting me nig?,N,Y,Y,N
RT @BriannDominguez: Gasoline - daddy Yankee &#128175;&#128076;,N,N,N,N
"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear http://t.co/pKnLCylu",N,N,N,N
"Mother fuck everything you got going on today because I'm going to Vegas in a few hours, bitch.",N,Y,Y,N
RT @EskimoKim_: @WeCameAsJanie I really hate skyler like she's loaning money and it's not even hers like bitch wtf,N,Y,Y,N
RT @Pointdexter: Charlie Sheen gets it http://t.co/DKk6YjTJfU,N,N,N,N
"RT @BaileyAdams22: When Charlie Crist said ""Rick Scott, just too shady for the sunshine state"" http://t.co/0UShmogZDR",N,N,N,N
These bitches funny like mike epps,N,Y,Y,N
@JustCurrieOn @Christooshifty aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living,N,Y,Y,N
@Beautifulcallen nigger lol thts offensive.....lol and my xmas was iite had a couple of drinks so i was fine ninja xmas...lol,N,Y,Y,N
"RT @tanishalixpussy: no need to compete with other women there's only one of me, and shit... im that bitch",N,Y,Y,N
bitches be brilliant..haha   http://t.co/MHaIphrPbn,N,N,N,N
@alexbenovich more than you run pussy,Y,Y,Y,N
You're such a pussy &#128514;&#128514;,Y,Y,Y,N
"@bayjackson3 lol it's a crew, not actual hoes",N,Y,Y,N
Mykel stay wit all the bad bitches &#128514;&#128557;&#128530;,N,Y,Y,N
RT @Thornton25: Bruh you're not a friend.. You fuck with me when you and ya bitch into it &#128514;&#128514;&#128514;,N,Y,Y,N
"#YesWeDid.......start building #windturbines SO FUCKIN"" BIG they can kill a whole flock of birds in one go&gt;",N,N,N,N
"""niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags""",N,Y,Y,N
"If that pussy don't come with head, I don't want it!!",Y,Y,Y,N
everyone thinks of you as a hoe so idk why you're trying to talk &#128514;&#128514;,N,Y,Y,N
@_theDarius bitch get that job first.,N,Y,Y,N
@myfriendbriana can I ask my bitch for other bitches,N,Y,Y,N
Niggas is bitches,N,Y,Y,Y
@milfmob @yoPapi_chulo fight me you fucking obese niglet,N,Y,Y,N
RT @AliAbunimah: The people of the ghetto are rising up and fighting back. Whose side are you on? #Gaza,N,Y,Y,N
@Get__Em__Craig lol I will be there in the morning hoe,N,Y,Y,N
@stonethegreat23 niqqa that's every white person just because some might seem down to earth don't mean there not gonna use nigger against us,N,Y,Y,Y
Fucc niccas dnt want no smoke,N,N,N,N
Its nt that i hate that bitch i just hate the shot he do,N,Y,Y,N
No I don't love these hoes and FUCK these niggas Fuckem,N,Y,Y,N
"RT @HandsomeAssDada: majority of these females yall gassing selling pussy, prostituting, escorting, tricks all that... don't be fooled &#8230;",Y,Y,Y,N
@G27Status Them stop being a bitch and do it,N,Y,Y,N
RT @AndrewLuck23: Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents @jjauthor @BettinaVLA @FLGovScott htt&#8230;,N,N,N,N
RT @JAYREIDOFFICIAL: Jus know...S/O to my nicca @im_yung_jay #BKent #MME1636 http://t.co/3XInzjnm2u,N,N,N,N
Bumoose ducking those insults like a scared white pussy,Y,Y,Y,N
